Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Human,unclecode,crawl4ai,c1041b9bbee1338ec89997bdf62e76c6a5f3ada6,implementation,Long statement,flatten_nested_elements,347,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/unclecode$crawl4ai/Human/unclecode$crawl4ai/c1041b9bbee1338ec89997bdf62e76c6a5f3ada6/crawl4ai/content_scraping_strategy.py,A line with 198 chars in flatten_nested_elements exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,91,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 313 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,117,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 153 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,120,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 129 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,132,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 130 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,169,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 137 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,175,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 177 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,187,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 264 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,201,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 126 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,212,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 131 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,221,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 152 chars in build_level_context exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,build_level_context,224,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/index/operations/summarize_communities/text_unit_context/context_builder.py,A line with 128 chars in build_level_context exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,ca7f6637ef64cca91c96cdcdefa38a2a00c40992,implementation,Long statement,unwrap_var_annotation,1380,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/ca7f6637ef64cca91c96cdcdefa38a2a00c40992/reflex/event.py,A line with 181 chars in unwrap_var_annotation exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,push_logs_to_db,895,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 203 chars in push_logs_to_db exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,push_logs_to_db,916,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 214 chars in push_logs_to_db exceeds the maximum length of 120 characters.
Human,pytorch,pytorch,d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7,implementation,Long identifier,meta__adaptive_avg_pool2d_backward,3087,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7/torch/_meta_registrations.py,Identifier'meta__adaptive_avg_pool2d_backward' exceeds the maximum length of 30 characters.
Human,Uberi,speech_recognition,484ab51b402e8f9ad079eb35e28134853c9eb68d,implementation,Magic number,recognize_assemblyai,1085,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Uberi$speech_recognition/Human/Uberi$speech_recognition/484ab51b402e8f9ad079eb35e28134853c9eb68d/speech_recognition/__init__.py,Magic number 5242880 used in recognize_assemblyai.
Human,Uberi,speech_recognition,5606d441648fb91b26872136131004fdf2de372a,implementation,Magic number,recognize_assemblyai,1085,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Uberi$speech_recognition/Human/Uberi$speech_recognition/5606d441648fb91b26872136131004fdf2de372a/speech_recognition/__init__.py,Magic number 5242880 used in recognize_assemblyai.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,add_epilogue,688,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/cloud_vm_ray_backend.py,A line with 1429 chars in add_epilogue exceeds the maximum length of 120 characters.
Human,pytorch,pytorch,d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7,implementation,Long identifier,meta__adaptive_avg_pool3d_backward,3111,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7/torch/_meta_registrations.py,Identifier'meta__adaptive_avg_pool3d_backward' exceeds the maximum length of 30 characters.
Human,pydata,pandas-datareader,2e7ea0d092eb16f6fe87af06793573f72595561f,implementation,Long method,_read_one_data,140 - 225,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pydata$pandas-datareader/Human/pydata$pandas-datareader/2e7ea0d092eb16f6fe87af06793573f72595561f/pandas_datareader/yahoo/daily.py,Method '_read_one_data' is too long (74 lines).
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long identifier,,21,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/dlt/cli/pipeline_files.py,Identifier'SOURCES_INIT_INFO_ENGINE_VERSION' exceeds the maximum length of 30 characters.
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long identifier,,24,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/dlt/cli/pipeline_files.py,Identifier'CORE_SOURCE_TEMPLATE_MODULE_NAME' exceeds the maximum length of 30 characters.
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long identifier,,25,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/dlt/cli/pipeline_files.py,Identifier'SINGLE_FILE_TEMPLATE_MODULE_NAME' exceeds the maximum length of 30 characters.
OpenAI_Codex,stanford-crfm,levanter,6515702e1d6928da7ebec4685d87626dcb2f0650,implementation,Long statement,_start_fn_on_slice,617,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/OpenAI_Codex/stanford-crfm$levanter/6515702e1d6928da7ebec4685d87626dcb2f0650/src/levanter/infra/ray_tpu.py,A line with 316 chars in _start_fn_on_slice exceeds the maximum length of 120 characters.
Human,dropseed,plain,326bc0955b2e9ab6b6cfd62263c9b3fe2fb1d333,design,Multifaceted abstraction,,1288,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dropseed$plain/Human/dropseed$plain/326bc0955b2e9ab6b6cfd62263c9b3fe2fb1d333/django/test/testcases.py,"Class 'LiveServerTestCase' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Human,livekit,agents,54ef4cec8372b9ef28ec1b99498a9379433de896,design,Rebellious hierarchy,,17,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/54ef4cec8372b9ef28ec1b99498a9379433de896/livekit-agents/livekit/agents/tts/stream_adapter.py,Class 'StreamAdapter' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: synthesize.
Human,vlm-run,vlmrun-hub,8efa7c481d94819e47b1eba5bffa3097e1e75001,design,Deficient encapsulation,,43,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/vlm-run$vlmrun-hub/Human/vlm-run$vlmrun-hub/8efa7c481d94819e47b1eba5bffa3097e1e75001/vlmrun/hub/registry.py,Class 'Registry' accesses non-public code elements __name__ from __repr__
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,32,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 1728933352 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,74,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 1728933352 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,86,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 19 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,87,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 10 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,88,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 29 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,46,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 19 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,47,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 10 used in test_convert_to_model_response_object_basic.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Magic number,test_convert_to_model_response_object_basic,48,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/llm_translation/test_llm_response_utils/test_convert_dict_to_chat_completion.py,Magic number 29 used in test_convert_to_model_response_object_basic.
Human,livekit,agents,eb4a68eefd61f22e0a75a3d59bbd216079349e91,implementation,Long statement,test_calls_arrays,207,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/eb4a68eefd61f22e0a75a3d59bbd216079349e91/tests/test_llm.py,A line with 182 chars in test_calls_arrays exceeds the maximum length of 120 characters.
Human,livekit,agents,eb4a68eefd61f22e0a75a3d59bbd216079349e91,implementation,Long statement,test_calls_arrays,222,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/eb4a68eefd61f22e0a75a3d59bbd216079349e91/tests/test_llm.py,A line with 129 chars in test_calls_arrays exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,skyignore_dir,519,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/common_test_fixtures.py,A line with 193 chars in skyignore_dir exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,skyignore_dir,556,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/common_test_fixtures.py,A line with 214 chars in skyignore_dir exceeds the maximum length of 120 characters.
Cursor,kyegomez,swarms,6d73b8723f462d4157268daa87a3a2b4a1865874,implementation,Long statement,find_agent,493,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/kyegomez$swarms/6d73b8723f462d4157268daa87a3a2b4a1865874/swarms/structs/hiearchical_swarm.py,A line with 226 chars in find_agent exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,expand_query,53,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/query/structured_search/drift_search/primer.py,A line with 274 chars in expand_query exceeds the maximum length of 120 characters.
Human,microsoft,graphrag,ad4cdd685f4457acf06126e37594835f6d098b6b,implementation,Long statement,expand_query,65,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/microsoft$graphrag/Human/microsoft$graphrag/ad4cdd685f4457acf06126e37594835f6d098b6b/graphrag/query/structured_search/drift_search/primer.py,A line with 322 chars in expand_query exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,__post_init__,138,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/tests/conftest.py,A line with 333 chars in __post_init__ exceeds the maximum length of 120 characters.
Human,marimo-team,marimo,db1a68e134683b898b89614c1349dc9c9fc57c84,implementation,Long statement,__post_init__,153,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/marimo-team$marimo/Human/marimo-team$marimo/db1a68e134683b898b89614c1349dc9c9fc57c84/tests/conftest.py,A line with 154 chars in __post_init__ exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,is_process_on_port,77,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/utils/processes.py,A line with 167 chars in is_process_on_port exceeds the maximum length of 120 characters.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Magic number,execute_workflow_webhook,1162,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/workflow/service.py,Magic number 200 used in execute_workflow_webhook.
Human,huggingface,huggingface_hub,bebc1f7a3a79f70b8bbd1e70b33643be990a8a22,implementation,Long identifier,test_feature_extraction_with_transformers,452,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/huggingface$huggingface_hub/Human/huggingface$huggingface_hub/bebc1f7a3a79f70b8bbd1e70b33643be990a8a22/tests/test_inference_client.py,Identifier'test_feature_extraction_with_transformers' exceeds the maximum length of 30 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_check_credentials,902,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/clouds/gcp.py,A line with 226 chars in _check_credentials exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_check_credentials,925,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/clouds/gcp.py,A line with 172 chars in _check_credentials exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_check_credentials,943,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/clouds/gcp.py,A line with 140 chars in _check_credentials exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_check_credentials,950,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/clouds/gcp.py,A line with 136 chars in _check_credentials exceeds the maximum length of 120 characters.
Human,saturday06,VRM-Addon-for-Blender,ad47a12100f6b5d3ac84ebd54ef5758eb2600cad,implementation,Complex method,test_performance,409 - 478,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/saturday06$VRM-Addon-for-Blender/Human/saturday06$VRM-Addon-for-Blender/ad47a12100f6b5d3ac84ebd54ef5758eb2600cad/tests/test_common.py,"Method 'test_performance' has a cyclomatic complexity of 10, exceeding the max of 6."
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,get_clusters,2526,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 1110 chars in get_clusters exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,get_clusters,2562,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 141 chars in get_clusters exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,get_clusters,2633,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 122 chars in get_clusters exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,get_clusters,2651,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 127 chars in get_clusters exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,get_clusters,2662,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/backends/backend_utils.py,A line with 130 chars in get_clusters exceeds the maximum length of 120 characters.
Cursor,ObservedObserver,async-code,77c3a37d92226580f9d6ea2f808fffe125356c2a,implementation,Long method,apply_patch_to_github_repo,419 - 505,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/ObservedObserver$async-code/77c3a37d92226580f9d6ea2f808fffe125356c2a/server/main.py,Method 'apply_patch_to_github_repo' is too long (86 lines).
Human,dlt-hub,dlt,5245a42536b4a75ac4455a355ec52fd840e4f487,implementation,Long statement,,45,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/5245a42536b4a75ac4455a355ec52fd840e4f487/tests/common/test_time.py,A line with 812 chars in test_time exceeds the maximum length of 120 characters.
Human,dlt-hub,dlt,5245a42536b4a75ac4455a355ec52fd840e4f487,implementation,Long statement,,110,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/5245a42536b4a75ac4455a355ec52fd840e4f487/tests/common/test_time.py,A line with 952 chars in test_time exceeds the maximum length of 120 characters.
Human,pydata,pandas-datareader,60432f9c6603c6b1f6db42b5fd31ae6097a4f4bc,implementation,Long statement,,17,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pydata$pandas-datareader/Human/pydata$pandas-datareader/60432f9c6603c6b1f6db42b5fd31ae6097a4f4bc/pandas_datareader/wb.py,A line with 3274 chars in wb exceeds the maximum length of 120 characters.
Human,test-zeus-ai,testzeus-hercules,df6a464ff132e54a50d0c848585b14c98c6f96de,implementation,Long identifier,final_reply_callback_user_proxy,11,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/test-zeus-ai$testzeus-hercules/Human/test-zeus-ai$testzeus-hercules/df6a464ff132e54a50d0c848585b14c98c6f96de/testzeus_hercules/core/post_process_responses.py,Identifier'final_reply_callback_user_proxy' exceeds the maximum length of 30 characters.
Human,SirVer,ultisnips,79b063ac44eb5a9c28129bc3837fef789a3190fa,implementation,Long method,setUp,88 - 214,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/SirVer$ultisnips/Human/SirVer$ultisnips/79b063ac44eb5a9c28129bc3837fef789a3190fa/test/vim_test_case.py,Method 'setUp' is too long (103 lines).
Devin,digitaldemocracy2030,kouchou-ai,7eb23455beda03ca9ae5377b809386b99c01b83f,implementation,Long statement,request_to_azure_chatcompletion,118,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/digitaldemocracy2030$kouchou-ai/7eb23455beda03ca9ae5377b809386b99c01b83f/server/broadlistening/pipeline/services/llm.py,A line with 150 chars in request_to_azure_chatcompletion exceeds the maximum length of 120 characters.
Devin,digitaldemocracy2030,kouchou-ai,7eb23455beda03ca9ae5377b809386b99c01b83f,implementation,Long statement,request_to_azure_chatcompletion,135,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Devin/digitaldemocracy2030$kouchou-ai/7eb23455beda03ca9ae5377b809386b99c01b83f/server/broadlistening/pipeline/services/llm.py,A line with 151 chars in request_to_azure_chatcompletion exceeds the maximum length of 120 characters.
